csúcsid;alcsúcsid;MEGNEVEZES;alcsúcsid_megnevezes;MERTEKEGYSEG;kapcsolat
m2000;1;Ultrahang diagnózis (SCI-Net szívhang);Funkcionális zörej;NULL;
m2001;1;Ultrahang diagnózis (SCI-Net szívhang);ASD;NULL;m2001,m2002,
m2001;2;Ultrahang diagnózis (SCI-Net szívhang);VSD;NULL;m2001,m2002,
m2002;1;Ultrahang diagnózis (SCI-Net szívhang);FOA;NULL;
m2002;2;Ultrahang diagnózis (SCI-Net szívhang);Nyitott ductus Botalli;NULL;
m2002;3;Ultrahang diagnózis (SCI-Net szívhang);AI;NULL;
m2101;-1;Ultrahang diagnózis (SCI-Net szívhang);AS;NULL;m2108,m2109,
m2101;0;Ultrahang diagnózis (SCI-Net szívhang);Mitralis prolapsus;NULL;m2108,m2109,
m2101;2;Ultrahang diagnózis (SCI-Net szívhang);TI;NULL;m2108,m2109,
m2101;4;Ultrahang diagnózis (SCI-Net szívhang);TS;NULL;m2108,m2109,
m2102;-1;Ultrahang diagnózis (SCI-Net szívhang);MI;NULL;m2108,m2109,
m2102;0;Ultrahang diagnózis (SCI-Net szívhang);MS;NULL;m2108,m2109,
m2102;4;Ultrahang diagnózis (SCI-Net szívhang);PI;NULL;m2108,m2109,
m2103;-1;Ultrahang diagnózis (SCI-Net szívhang);PS;NULL;m2108,m2109,
m2103;0;Ultrahang diagnózis (SCI-Net szívhang);Egyéb;NULL;m2108,m2109,
m2103;2;Szívhangot rögzítõ hangfelvétel a negyedik hallgatózási helyen;NULL;NULL;m2108,m2109,
m2103;4;Szívhangot rögzítõ hangfelvétel az ötödik hallgatózási helyen;NULL;NULL;m2108,m2109,
m2104;-1;Páratartalom;NULL;NULL;m2108,m2109,
m2104;0;Légnyomás;NULL;mbar;m2108,m2109,
m2104;2;Rendelõ hõmérséklete;NULL;Cels. fok;m2108,m2109,
m2104;4;Orrlégzés minõsítés;Nem ismert;NULL;m2108,m2109,
m2105;-1;Orrlégzés minõsítés;Szabad;NULL;m2108,m2109,
m2105;0;Orrlégzés minõsítés;Részben gátolt;NULL;m2108,m2109,
m2105;4;Orrlégzés minõsítés;Teljesen gátolt;NULL;m2108,m2109,
m2106;-1;Stridor (belégzési);Nem;NULL;m2108,m2109,
m2106;0;Stridor (belégzési);Igen;NULL;m2108,m2109,
m2106;2;Stridor (belégzési);Nem ismert;NULL;m2108,m2109,
m2106;4;Stridor (kilégzési);Nem;NULL;m2108,m2109,
m2107;-1;Stridor (kilégzési);Igen;NULL;m2108,m2109,
m2107;0;Stridor (kilégzési);Nem ismert;NULL;m2108,m2109,
m2107;2;Köpet;Nincs;NULL;m2108,m2109,
m2107;4;Köpet;Van;NULL;m2108,m2109,
m2108;-1;Köpet;Nem ismert;NULL;m2109,
m2108;0;Dispnoe;Nem;NULL;m2109,
m2109;0;Dispnoe;Igen;NULL;
m2109;1;Dispnoe;Nem ismert;NULL;
m2109;2;Köhögés jellege a vizsgáló szerint;nincs válasz;NULL;
m2109;3;Köhögés jellege a vizsgáló szerint;Kruppos;NULL;
m2111;0;Köhögés jellege a vizsgáló szerint;Száraz;NULL;m2117,
m2111;1;Köhögés jellege a vizsgáló szerint;Hurutos;NULL;m2117,
m2111;2;Köhögés jellege a vizsgáló szerint;Kéttónusú;NULL;m2117,
m2111;3;Hallgatózás során megállapítható egyéb zajok a tüdõben;NULL;NULL;m2117,
m2112;0;Diagnózis (SCI-NET köhögés);Nem ismert;NULL;m2117,
m2112;1;Diagnózis (SCI-NET köhögés);Rhinitis;NULL;m2117,
m2112;2;Diagnózis (SCI-NET köhögés);Sinusitis;NULL;m2117,
m2112;3;Diagnózis (SCI-NET köhögés);Pharyngitis;NULL;m2117,
m2113;0;Diagnózis (SCI-NET köhögés);Laryngitis;NULL;m2117,
m2113;1;Diagnózis (SCI-NET köhögés);Tracheitis;NULL;m2117,
m2113;2;Diagnózis (SCI-NET köhögés);Bronhitis;NULL;m2117,
m2113;3;Diagnózis (SCI-NET köhögés);Pneumonia;NULL;m2117,
m2114;0;Diagnózis (SCI-NET köhögés);Obstruktív bronhotis;NULL;m2117,
m2114;1;Diagnózis (SCI-NET köhögés);Asthma bronhiale;NULL;m2117,
m2114;2;Diagnózis (SCI-NET köhögés);Idegen test;NULL;m2117,
m2114;3;Diagnózis (SCI-NET köhögés);Trachea stenosis;NULL;m2117,
m2115;0;Diagnózis (SCI-NET köhögés);Gyógyult;NULL;m2117,
m2115;1;Diagnózis (SCI-NET köhögés);Egyéb;NULL;m2117,
m2115;2;Egyéb diagnózis (SCI-Net köhögés);NULL;NULL;m2117,
m2115;3;Egyéb kardiológiaidiagnózis (SCI-Net szívhang);NULL;NULL;m2117,
m2117;0;Egyéb UH diagnózis (SCI-Net szívhang);NULL;NULL;
m2117;1;Felvétel típusa;Nem ismert;NULL;
m2117;2;Felvétel típusa;Köhögés;NULL;
m2117;3;Felvétel típusa;Szívhang;NULL;
m2117;4;Felvétel típusa;Sírás;NULL;
m2117;5;Mint vizsgálatvezetõ, a felvitt adatokkal egyetértek;nem;NULL;
m2117;6;Mint vizsgálatvezetõ, a felvitt adatokkal egyetértek;Igen;NULL;
m2118;0;Mint vizsgálatvezetõ, a felvitt adatokkal egyetértek;Nem ismert;NULL;
m5001;0;Adatok megfelelõen kitöltve (SCI-Net Hanganalízis);helytelen kitöltés;NULL;m5040,
m5001;1;Adatok megfelelõen kitöltve (SCI-Net Hanganalízis);teljes kitöltés;NULL;m5040,
m5001;2;mindenkire 1;résztvevõk;NULL;m5040,
m5001;3;Pfizer Caduet kockázati tényezok száma;nem kiértékelhetõ;NULL;m5040,
m5001;4;Pfizer Caduet kockázati tényezok száma;kockázati tényezõk száma (Caduet);NULL;m5040,
m5001;5;Pfizer Caduet terápia besorolás;nem kiértékelhetõ;NULL;m5040,
m5002;0;Pfizer Caduet terápia besorolás;multirizikós hipertóniás beteg;NULL;m5035,
m5002;1;Pfizer Caduet terápia besorolás;terápiára nem alkalmas;NULL;m5035,
m5002;2;Kezelik-e irritábilis bél szindróma (IBS) miatt?;Nincs válasz;NULL;m5035,
m5002;3;Kezelik-e irritábilis bél szindróma (IBS) miatt?;Nem;NULL;m5035,
m5002;4;Kezelik-e irritábilis bél szindróma (IBS) miatt?;Néha, enyhe problémákkal;NULL;m5035,
m5002;5;Kezelik-e irritábilis bél szindróma (IBS) miatt?;Gyakran súlyos problémákkal;NULL;m5035,
m5003;0;Kapott egy hónapon belül antibiotikuskezelést?;Nincs válasz;NULL;m5038,
m5003;1;Kapott egy hónapon belül antibiotikuskezelést?;Nem;NULL;m5038,
m5003;2;Kapott egy hónapon belül antibiotikuskezelést?;Igen;NULL;m5038,
m5003;3;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;Nincs válasz;NULL;m5038,
m5003;4;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;Nem;NULL;m5038,
m5003;5;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;Igen, ritkábban;NULL;m5038,
m5004;0;Van-e emésztési zavara (székrekedés, hasmenés, puffadás)?;Igen, gyakran;NULL;m5036,
m5004;1;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;Nincs válasz;NULL;m5036,
m5004;2;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;Soha;NULL;m5036,
m5004;3;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;Ritkán;NULL;m5036,
m5004;4;Milyen gyakran betegszik le, fázik meg, vagy panaszkodik fáradékonyságra?;Gyakran;NULL;m5036,
m5004;5;Kezelik-e gyulladásos bélbetegség (Crohn-colitis ulcerosa) miatt?;Nincs válasz;NULL;m5036,
m5005;0;Kezelik-e gyulladásos bélbetegség (Crohn-colitis ulcerosa) miatt?;Nem;NULL;m5036,
m5005;1;Kezelik-e gyulladásos bélbetegség (Crohn-colitis ulcerosa) miatt?;Igen;NULL;m5036,
m5005;2;Krónikus betegsége miatt szedett gyógyszerektõl vannak-e hasi panaszai, hasmenése, székrekedése?;Nincs válasz;NULL;m5036,
m5005;3;Krónikus betegsége miatt szedett gyógyszerektõl vannak-e hasi panaszai, hasmenése, székrekedése?;Nem;NULL;m5036,
m5005;4;Krónikus betegsége miatt szedett gyógyszerektõl vannak-e hasi panaszai, hasmenése, székrekedése?;Igen;NULL;m5036,
m5005;5;Krónikus betegsége miatt szedett gyógyszerektõl vannak-e hasi panaszai, hasmenése, székrekedése?;Gyakran, súlyos problémákkal;NULL;m5036,
m5006;0;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;Nincs válasz;NULL;m5035,
m5006;1;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;Nem;NULL;m5035,
m5006;2;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;Igen;NULL;m5035,
m5006;3;Végez-e diétát, egyoldalú táplálkozási formát (vegetáriánus, szénhidrátmentes, stb.)?;Igen, rendszeresen;NULL;m5035,
m5006;4;Probiotikum kérdõív összpontszám;Nem kiértékelhetõ;NULL;m5035,
m5006;5;Probiotikum kérdõív összpontszám;Pontszám;NULL;m5035,
m5007;0;Probiotikum kúra besorolása;Nem kiértékelhetõ;NULL;m5037,
m5007;1;Probiotikum kúra besorolása;0-6 pont nincs szüksége probiotikumra;NULL;m5037,
m5007;2;Probiotikum kúra besorolása;7-13 pont probiotikum adása mérlegelendõ;NULL;m5037,
m5007;3;Probiotikum kúra besorolása;14-28 pont probiotikum adása javasolt;NULL;m5037,
m5007;4;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);Nincs válasz;NULL;m5037,
m5007;5;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);Igen, egy panasz a fentiek közül;NULL;m5037,
m5008;0;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);Igen, egyszerre több panasz is;NULL;m5035,
m5008;1;Van-e valamilyen panasza az alábbiak közül : - étvágytalanság - gyengeség, fogyás (fogyókúra nélkül);Nem, egyik sem;NULL;m5035,
m5008;2;Észrevette Ön az alábbi tüneteket az utóbbi idõben? - véres széklet -nyákos széklet - székeléstõl fü;Nincs válasz;NULL;m5035,
m5008;3;Észrevette Ön az alábbi tüneteket az utóbbi idõben? - véres széklet -nyákos széklet - székeléstõl fü;Észrevettem egy tünetet ezek közül;NULL;m5035,
m5008;4;Észrevette Ön az alábbi tüneteket az utóbbi idõben? - véres széklet -nyákos széklet - székeléstõl fü;Egyszerre több tünetet ezek közül;NULL;m5035,
m5008;5;Észrevette Ön az alábbi tüneteket az utóbbi idõben? - véres széklet -nyákos széklet - székeléstõl fü;Egyiket sem vettem észre;NULL;m5035,
m5009;0;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;Nincs válasz;NULL;m5037,
m5009;1;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;Egy ezek közül;NULL;m5037,
m5009;2;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;Több ezek közül;NULL;m5037,
m5009;3;Szerepelt-e a kórtörténetében? - vastagbélpolip - gyulladásos bélbetegség (Crohn vagy Colitis Ulcero;Egyik sem;NULL;m5037,
m5009;4;Elõfordult-e a családban daganatos megbetegedés?;Nincs válasz;NULL;m5037,
m5009;5;Elõfordult-e a családban daganatos megbetegedés?;Igen, a távoli rokonságban (nagyszülõk, nagybácsik, nagynénik);NULL;m5037,
m5010;0;Elõfordult-e a családban daganatos megbetegedés?;Igen, közvetlen rokonoknál (szülõk, testvérek, gyermekek);NULL;m41,m5041,
m5010;1;Elõfordult-e a családban daganatos megbetegedés?;Nem fordult elõ;NULL;m41,m5041,
m5010;2;Elõfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;Nincs válasz;NULL;m41,m5041,
m5010;3;Elõfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;Igen, a távoli rokonságban (nagyszülõk, nagybácsik, nagynénik);NULL;m41,m5041,
m5010;4;Elõfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;Igen, közvetlen rokonoknál (szülõk, testvérek, gyermekek);NULL;m41,m5041,
m5010;5;Elõfordult-e a családban rosszindulatú  vastagbéldaganat vagy polip?;Nem fordult elõ;NULL;m41,m5041,
m5011;0;Vastagbéldaganat kérdõív kiértékelése;Nem kiértékelhetõ a hiányos kitöltés miatt;NULL;m5039,
m5011;1;Vastagbéldaganat kérdõív kiértékelése;Ha elmúlt 50 éves és adott B választ, javasolt a szûrés és gasztroenterológus konzultáció;NULL;m5039,
m5011;2;Vastagbéldaganat kérdõív kiértékelése;Ha elmúlt 50 éves, javasolt a szûrés;NULL;m5039,
m5011;3;Vastagbéldaganat kérdõív kiértékelése;Ha BMI emelkedett, javasolt a szûrés;NULL;m5039,
m5011;4;Vastagbéldaganat kérdõív kiértékelése;Ha nem múlt el 50 éves de A jelû választ adott, javasolt szûrés;NULL;m5039,
m5011;5;Vastagbéldaganat kérdõív kiértékelése;Ha nem múlt el 50 éves és nem elhízott és C választ adott, nincs szüksége szûrésre;NULL;m5039,
m5012;0;Vastagbéldaganat kérdõív kiértékelése;BMI hiányában nem kiértékelhetõ;NULL;m5037,
m5012;1;Adatlap sorszáma;Sorszám;NULL;m5037,
m5012;2;SDAT fájlnév InBody készülékbõl;NULL;NULL;m5037,
m5012;3;YYYYMMDDHHMMSS;NULL;NULL;m5037,
m5012;4;age;NULL;NULL;m5037,
m5012;5;height;NULL;NULL;m5037,
m5013;0;sex;NULL;NULL;m5040,
m5013;1;1. Intracellular Water;NULL;NULL;m5040,
m5013;2;2. Extracellular Water;NULL;NULL;m5040,
m5013;3;3. Total Body Water;NULL;NULL;m5040,
m5013;4;4. Protein;NULL;NULL;m5040,
m5013;5;5. Soft Lean Mass;NULL;NULL;m5040,
m5014;0;6. Mineral;NULL;NULL;m5035,
m5014;1;7. Fat Free Mass;NULL;NULL;m5035,
m5014;2;8. Osseous Mineral;NULL;NULL;m5035,
m5014;3;9. Body Fat Mass;NULL;NULL;m5035,
m5014;4;10. Weight;NULL;NULL;m5035,
m5014;5;11. Skeletal Muscle Mass;NULL;NULL;m5035,
m5015;0;12. BMI;NULL;NULL;m41,m5041,
m5015;1;13. Percent Body Fat;NULL;NULL;m41,m5041,
m5015;2;14. WHR;NULL;NULL;m41,m5041,
m5015;3;15. Soft Lean Mass of Right Arm;NULL;NULL;m41,m5041,
m5015;4;16. Soft Lean Mass of Left Arm;NULL;NULL;m41,m5041,
m5015;5;17. Soft Lean Mass of Trunk;NULL;NULL;m41,m5041,
m5016;0;18. Soft Lean Mass of Right Leg;NULL;NULL;m5037,
m5016;1;19. Soft Lean Mass of left Leg;NULL;NULL;m5037,
m5016;2;20. Edema Score of Right Arm(ECF/ TBF);NULL;NULL;m5037,
m5016;3;21. Edema Score of Left Arm(ECF/ TBF);NULL;NULL;m5037,
m5016;4;22. Edema Score of Trunk(ECF/ TBF);NULL;NULL;m5037,
m5016;5;23. Edema Score of Right Leg(ECF/ TBF);NULL;NULL;m5037,
m5017;0;24. Edema Score of Left Leg(ECF/ TBF);NULL;NULL;m5040,
m5017;1;25. Edema Score(ECF/ TBF);NULL;NULL;m5040,
m5017;2;26. Edema Score of Right Arm(ECW/ TBW);NULL;NULL;m5040,
m5017;3;27. Edema Score of Left Arm(ECW/ TBW);NULL;NULL;m5040,
m5017;4;28. Edema Score of Trunk(ECW/ TBW);NULL;NULL;m5040,
m5017;5;29. Edema Score of Right Leg(ECW/ TBW);NULL;NULL;m5040,
m5018;0;30. Edema Score of Left Leg(ECW/ TBW);NULL;NULL;m5038,
m5018;1;31. Edema Score(ECW/ TBW);NULL;NULL;m5038,
m5018;2;32. VIsceral Fat Area(VFA);NULL;NULL;m5038,
m5018;3;33. Obesity Degree;NULL;NULL;m5038,
m5018;4;34. BCM(Body Cell Mass);NULL;NULL;m5038,
m5018;5;35. BMC(Bone Mineral Contents);NULL;NULL;m5038,
m5019;0;36. BMR(Basal Metabolic Rate);NULL;NULL;m5036,
m5019;1;37. Circumference of Neck;NULL;NULL;m5036,
m5019;2;38. Circumference of Chest;NULL;NULL;m5036,
m5019;3;39. Circumference of Abdomen;NULL;NULL;m5036,
m5019;4;40. Circumference of Hip;NULL;NULL;m5036,
m5019;5;41. Circumference of Right Arm;NULL;NULL;m5036,
m5020;0;42. Circumference of Left Arm(AC);NULL;NULL;m5038,
m5020;1;43. Circumference of Right Thigh;NULL;NULL;m5038,
m5020;2;44. Circumference of Left Thigh;NULL;NULL;m5038,
m5020;3;45. Muscle Circumference of Left Arm(AMC);NULL;NULL;m5038,
m5020;4;46. Target Weight;NULL;NULL;m5038,
m5020;5;47. Weight Control;NULL;NULL;m5038,
m5021;0;48. Fat Control;NULL;NULL;m5039,
m5021;1;49. Muscle Control;NULL;NULL;m5039,
m5021;2;50. Fitness Score;NULL;NULL;m5039,
m5021;3;51. 1khz-RA  Impedance;NULL;NULL;m5039,
m5021;4;52. 1khz-LA  Impedance;NULL;NULL;m5039,
m5021;5;53. 1khz-TR Impedance;NULL;NULL;m5039,
m5022;0;54. 1khz-RL Impedance;NULL;NULL;m5036,
m5022;1;55. 1khz-LL Impedance;NULL;NULL;m5036,
m5022;2;56. 5khz-RA Impedance;NULL;NULL;m5036,
m5022;3;57. 5khz-LA Impedance;NULL;NULL;m5036,
m5022;4;58. 5khz-TR Impedance;NULL;NULL;m5036,
m5022;5;59. 5khz-RL Impedance;NULL;NULL;m5036,
m5023;0;60. 5khz-LL Impedance;NULL;NULL;m5035,
m5023;1;61. 50khz-RA Impedance;NULL;NULL;m5035,
m5023;2;62. 50khz-LA Impedance;NULL;NULL;m5035,
m5023;3;63. 50khz-TR Impedance;NULL;NULL;m5035,
m5023;4;64. 50khz-RL Impedance;NULL;NULL;m5035,
m5023;5;65. 50khz-LL Impedance;NULL;NULL;m5035,
m5024;0;66. 250khz-RA Impedance;NULL;NULL;m5038,
m5024;1;67. 250khz-LA Impedance;NULL;NULL;m5038,
m5024;2;68. 250khz-TR Impedance;NULL;NULL;m5038,
m5024;3;69. 250khz-RL Impedance;NULL;NULL;m5038,
m5024;4;70. 250khz-LL Impedance;NULL;NULL;m5038,
m5024;5;71. 500khz-RA Impedance;NULL;NULL;m5038,
m5025;0;72. 500khz-LA Impedance;NULL;NULL;m5039,
m5025;1;73. 500khz-TR Impedance;NULL;NULL;m5039,
m5025;2;74. 500khz-RL Impedance;NULL;NULL;m5039,
m5025;3;75. 500khz-LL Impedance;NULL;NULL;m5039,
m5025;4;76. 1Mhz-RA Impedance;NULL;NULL;m5039,
m5025;5;77. 1Mhz-LA Impedance;NULL;NULL;m5039,
m5026;0;78. 1Mhz-TR Impedance;NULL;NULL;m5039,
m5026;1;79. 1Mhz-RL Impedance;NULL;NULL;m5039,
m5026;2;80. 1Mhz-LL Impedance;NULL;NULL;m5039,
m5026;3;81. 5khz-RA Reactance;NULL;NULL;m5039,
m5026;4;82. 5khz-LA Reactance;NULL;NULL;m5039,
m5026;5;83. 5khz-TR Reactance;NULL;NULL;m5039,
m5027;0;84. 5khz-RL Reactance;NULL;NULL;m41,m5041,
m5027;1;85. 5khz-LL Reactance;NULL;NULL;m41,m5041,
m5027;2;86. 50khz-RA Reactance;NULL;NULL;m41,m5041,
m5027;3;87. 50khz-LA Reactance;NULL;NULL;m41,m5041,
m5027;4;88. 50khz-TR Reactance;NULL;NULL;m41,m5041,
m5027;5;89. 50khz-RL Reactance;NULL;NULL;m41,m5041,
m5028;0;90. 50khz-LL Reactance;NULL;NULL;m5040,
m5028;1;91. 250khz-RA Reactance;NULL;NULL;m5040,
m5028;2;92. 250khz-LA Reactance;NULL;NULL;m5040,
m5028;3;93. 250khz-TR Reactance;NULL;NULL;m5040,
m5028;4;94. 250khz-RL Reactance;NULL;NULL;m5040,
m5028;5;95. 250khz-LL Reactance;NULL;NULL;m5040,
m5029;0;96. The Least value of Normal Range of Intracellular Water;NULL;NULL;m5036,
m5029;1;97. The Most value of Normal Range of Intracellular Water;NULL;NULL;m5036,
m5029;2;98. The Least value of Normal Range of Extracellular Water;NULL;NULL;m5036,
m5029;3;99. The Most value of Normal Range of Extracellular Water;NULL;NULL;m5036,
m5029;4;100. The Least value of Normal Range of Protein;NULL;NULL;m5036,
m5029;5;101. The Most value of Normal Range of Protein;NULL;NULL;m5036,
m5030;0;102. The Least value of Normal Range of Mineral;NULL;NULL;m41,m5041,
m5030;1;103. The Most value of Normal Range of Mineral;NULL;NULL;m41,m5041,
m5030;2;104;NULL;NULL;m41,m5041,
m5030;3;105;NULL;NULL;m41,m5041,
m5030;4;106. The Least value of Normal Range of Body Weight;NULL;NULL;m41,m5041,
m5030;5;107. The Most value of Normal Range of Body Weight;NULL;NULL;m41,m5041,
m5031;0;108. The Least value of Normal Range of Skeletal Muscle Mass;NULL;NULL;m5040,
m5031;1;109. The Most value of Normal Range of Skeletal Muscle Mass;NULL;NULL;m5040,
m5031;2;110. The Least value of Normal Range of Body Fat Mass;NULL;NULL;m5040,
m5031;3;111. The Most value of Normal Range of Body Fat Mass;NULL;NULL;m5040,
m5031;4;112. The Least value of Normal Range of BMI;NULL;NULL;m5040,
m5031;5;113. The Most value of Normal Range of BMI;NULL;NULL;m5040,
m5032;0;114. The Least value of Normal Range of Percent Body Fat;NULL;NULL;m5035,
m5032;1;115. The Most value of Normal Range of Percent Body Fat;NULL;NULL;m5035,
m5032;2;116. The Least value of Normal Range of WHR;NULL;NULL;m5035,
m5032;3;117. The Most value of Normal Range of WHR;NULL;NULL;m5035,
m5032;4;118;NULL;NULL;m5035,
m5032;5;119;NULL;NULL;m5035,
m5033;0;120;NULL;NULL;m5037,
m5033;1;121;NULL;NULL;m5037,
m5033;2;122;NULL;NULL;m5037,
m5033;3;123;NULL;NULL;m5037,
m5033;4;124;NULL;NULL;m5037,
m5033;5;125;NULL;NULL;m5037,
m5034;0;126;NULL;NULL;m5037,
m5034;1;127;NULL;NULL;m5037,
m5034;2;128;NULL;NULL;m5037,
m5034;3;129;NULL;NULL;m5037,
m5034;4;130;NULL;NULL;m5037,
m5034;5;131;NULL;NULL;m5037,
m5035;-1;132;NULL;NULL;
m5035;1;133;NULL;NULL;
m5036;-1;134;NULL;NULL;
m5036;1;135;NULL;NULL;
m5037;-1;136;NULL;NULL;
m5037;1;137. Fat Mass of Right Arm;NULL;NULL;
m5038;-1;138. Fat Mass of Left Arm;NULL;NULL;
m5038;1;139. Fat Mass of Trunk;NULL;NULL;
m5039;-1;140. Fat Mass of Right Leg;NULL;NULL;
